Month,Fiscal_Year,Agency,Bureau,Account,Account_Number,Period_of_Performance,Expiration_Year,TAFS,Unobligated Balance (Line 2490),Budget Authority (Line 2500),Percentage Unobligated
May,2017,Department of Homeland Security,U.S. Customs and Border Protection,Electronic System for Travel Authorization (ESTA),70-5595,No Year,No Year,70-5595 /X - Electronic System for Travel Authorization (ESTA),$112.5M,$133.7M,84.1%
May,2017,Department of Homeland Security,Science and Technology,Operations and Support,70-0800,FY2017,2017,70-0800 /17 - Operations and Support,$67.2M,$129.8M,51.8%
May,2017,Department of Homeland Security,United States Coast Guard,Boat Safety,70-8149,No Year,No Year,70-8149 /X - Boat Safety,$14.9M,$129.5M,11.5%
May,2017,Department of Homeland Security,Transportation Security Administration,Operations and Support,70-0550,FY2016-FY2017,2017,70-0550 16/17 - Operations and Support,$71.8M,$125.9M,57.1%
May,2017,Department of Homeland Security,Science and Technology,Operations and Support,70-0800,FY2017-FY2019,2019,70-0800 17/19 - Operations and Support,$59.0M,$124.8M,47.3%
May,2017,Department of Homeland Security,National Protection and Programs Directorate,Operations and Support,70-0566,FY2017-FY2018,2018,70-0566 17/18 - Operations and Support,$113.5M,$117.1M,96.9%
May,2017,Department of Homeland Security,U.S. Customs and Border Protection,"Border Security Fencing, Infrastructure, and Technology",70-0533,FY2016-FY2018,2018,"70-0533 16/18 - Border Security Fencing, Infrastructure, and Technology",$97.5M,$116.9M,83.4%
May,2017,Department of Homeland Security,United States Coast Guard,"Acquisition, Construction, and Improvements",70-0613,FY2014-FY2018,2018,"70-0613 14/18 - Acquisition, Construction, and Improvements",$88.2M,$116.8M,75.6%
May,2017,Department of Homeland Security,Federal Law Enforcement Training Center,Operations and Support,70-0509,FY2016-FY2017,2017,70-0509 16/17 - Operations and Support,$44.2M,$114.1M,38.7%
May,2017,Department of Homeland Security,United States Coast Guard,"Acquisition, Construction, and Improvements",70-0613,FY2017,2017,"70-0613 /17 - Acquisition, Construction, and Improvements",$39.2M,$113.4M,34.6%
May,2017,Department of Homeland Security,Analysis and Operations,Operations and Support,70-0115,FY2017-FY2018,2018,70-0115 17/18 - Operations and Support,$70.3M,$113.1M,62.1%
May,2017,Department of Homeland Security,United States Coast Guard,Reserve Training,70-0612,FY2017,2017,70-0612 /17 - Reserve Training,$46.7M,$112.4M,41.5%
May,2017,Department of Homeland Security,Office of the Under Secretary for Management,Office of the Undersecretary for Management,70-0111,No Year,No Year,70-0111 /X - Office of the Undersecretary for Management,$108.2M,$111.5M,97.0%
May,2017,Department of Homeland Security,Citizenship and Immigration Services,Operations and Support,70-0300,FY2017,2017,70-0300 /17 - Operations and Support,$56.7M,$103.9M,54.6%
May,2017,Department of Homeland Security,Domestic Nuclear Detection Office,"Procurement, Construction and Improvements",70-0862,FY2017-FY2019,2019,"70-0862 17/19 - Procurement, Construction and Improvements",$70.3M,$101.1M,69.6%
May,2017,Department of Homeland Security,U.S. Customs and Border Protection,"Border Security Fencing, Infrastructure, and Technology",70-0533,FY2015-FY2017,2017,"70-0533 15/17 - Border Security Fencing, Infrastructure, and Technology",$72.6M,$101.0M,71.9%
May,2017,Department of Homeland Security,U.S. Customs and Border Protection,"Automation Modernization, Customs and Border Protection",70-0531,FY2016-FY2018,2018,"70-0531 16/18 - Automation Modernization, Customs and Border Protection",$69.9M,$96.3M,72.6%
May,2017,Department of Homeland Security,U.S. Customs and Border Protection,"Border Security Fencing, Infrastructure, and Technology",70-0533,No Year,No Year,"70-0533 /X - Border Security Fencing, Infrastructure, and Technology",$71.3M,$92.7M,76.9%
May,2017,Department of Homeland Security,United States Secret Service,"Procurement, Construction, and Improvements",70-0401,FY2017-FY2019,2019,"70-0401 17/19 - Procurement, Construction, and Improvements",$67.8M,$90.6M,74.8%
May,2017,Department of Homeland Security,National Protection and Programs Directorate,Office of Biometric Identity Management,70-0521,No Year,No Year,70-0521 /X - Office of Biometric Identity Management,$86.7M,$88.0M,98.5%
May,2017,Department of Homeland Security,United States Coast Guard,"Acquisition, Construction, and Improvements",70-0613,No Year,No Year,"70-0613 /X - Acquisition, Construction, and Improvements",$66.0M,$87.9M,75.1%
May,2017,Department of Homeland Security,U.S. Customs and Border Protection,"Air and Marine Interdiction, Operations, Maintenance, and Procur",70-0544,FY2016-FY2018,2018,"70-0544 16/18 - Air and Marine Interdiction, Operations, Maintenance, and Procur",$72.7M,$81.0M,89.7%
May,2017,Department of Homeland Security,U.S. Immigration and Customs Enforcement,Operations and Support,70-0540,FY2016-FY2017,2017,70-0540 16/17 - Operations and Support,$61.2M,$79.0M,77.5%
May,2017,Department of Homeland Security,Federal Law Enforcement Training Center,"Procurement, Construction, and Improvements",70-0510,No Year,No Year,"70-0510 /X - Procurement, Construction, and Improvements",$77.2M,$78.6M,98.2%
May,2017,Department of Homeland Security,United States Coast Guard,"Acquisition, Construction, and Improvements",70-0613,FY2013-FY2017,2017,"70-0613 13/17 - Acquisition, Construction, and Improvements",$53.6M,$77.8M,68.8%
May,2017,Department of Homeland Security,National Protection and Programs Directorate,Office of Biometric Identity Management,70-0521,FY2016-FY2018,2018,70-0521 16/18 - Office of Biometric Identity Management,$71.9M,$73.1M,98.4%
May,2017,Department of Homeland Security,Federal Law Enforcement Training Center,"Procurement, Construction, and Improvements",70-0510,FY2017,2017,"70-0510 /17 - Procurement, Construction, and Improvements",$70.4M,$71.8M,98.1%
May,2017,Department of Homeland Security,U.S. Customs and Border Protection,"Border Security Fencing, Infrastructure, and Technology",70-0533,FY2016-FY2017,2017,"70-0533 16/17 - Border Security Fencing, Infrastructure, and Technology",$33.0M,$69.4M,47.5%
May,2017,Department of Homeland Security,Science and Technology,Operations and Support,70-0800,No Year,No Year,70-0800 /X - Operations and Support,$61.1M,$68.2M,89.6%
May,2017,Department of Homeland Security,Federal Emergency Management Agency,Radiological Emergency Preparedness Program,70-0715,No Year,No Year,70-0715 /X - Radiological Emergency Preparedness Program,$47.2M,$65.4M,72.1%
May,2017,Department of Homeland Security,U.S. Customs and Border Protection,Land Border Inspection Fee,70-5089,No Year,No Year,70-5089 /X - Land Border Inspection Fee,$24.0M,$63.6M,37.8%
May,2017,Department of Homeland Security,Office of the Under Secretary for Management,"Procurement, Construction, and Improvements",70-0406,FY2017-FY2018,2018,"70-0406 17/18 - Procurement, Construction, and Improvements",$54.3M,$60.1M,90.5%
May,2017,Department of Homeland Security,U.S. Immigration and Customs Enforcement,Breached Bond Detention Fund,70-5126,No Year,No Year,70-5126 /X - Breached Bond Detention Fund,$37.4M,$58.7M,63.8%
May,2017,Department of Homeland Security,Transportation Security Administration,"Transportation Security Support, TSA, Homeland Security",70-0554,FY2016-FY2017,2017,"70-0554 16/17 - Transportation Security Support, TSA, Homeland Security",$44.8M,$56.6M,79.2%
May,2017,Department of Homeland Security,U.S. Customs and Border Protection,"Air and Marine Interdiction, Operations, Maintenance, and Procur",70-0544,No Year,No Year,"70-0544 /X - Air and Marine Interdiction, Operations, Maintenance, and Procur",$48.7M,$55.6M,87.6%
May,2017,Department of Homeland Security,Federal Emergency Management Agency,Operations and Support,70-0700,FY2016-FY2017,2017,70-0700 16/17 - Operations and Support,$51.7M,$55.5M,93.3%
May,2017,Department of Homeland Security,United States Secret Service,Operations and Support,70-0400,No Year,No Year,70-0400 /X - Operations and Support,$49.7M,$53.9M,92.2%
May,2017,Department of Homeland Security,Domestic Nuclear Detection Office,"Federal Assistance, DNDO",70-0411,FY2017-FY2019,2019,"70-0411 17/19 - Federal Assistance, DNDO",$45.4M,$50.6M,89.7%
May,2017,Department of Homeland Security,Domestic Nuclear Detection Office,Operations and Support,70-0861,FY2017,2017,70-0861 /17 - Operations and Support,$25.1M,$50.4M,49.8%
May,2017,Department of Homeland Security,U.S. Customs and Border Protection,Operations and Support,70-0530,FY2016-FY2017,2017,70-0530 16/17 - Operations and Support,$26.1M,$48.0M,54.4%
May,2017,Department of Homeland Security,Federal Law Enforcement Training Center,"Procurement, Construction, and Improvements",70-0510,FY2015-FY2019,2019,"70-0510 15/19 - Procurement, Construction, and Improvements",$44.2M,$47.4M,93.1%
May,2017,Department of Homeland Security,Federal Emergency Management Agency,State and Local Programs,70-0560,FY2016-FY2017,2017,70-0560 16/17 - State and Local Programs,$46.8M,$47.3M,99.0%
May,2017,Department of Homeland Security,U.S. Immigration and Customs Enforcement,Operations and Support,70-0540,FY2016-FY2020,2020,70-0540 16/20 - Operations and Support,$46.0M,$46.0M,100.0%
May,2017,Department of Homeland Security,Science and Technology,Operations and Support,70-0800,FY2015-FY2017,2017,70-0800 15/17 - Operations and Support,$29.9M,$44.4M,67.4%
May,2017,Department of Homeland Security,Citizenship and Immigration Services,H1Band L Fraud Prevention and Detection Account,70-5389,No Year,No Year,70-5389 /X - H1Band L Fraud Prevention and Detection Account,$23.3M,$44.0M,52.9%
May,2017,Department of Homeland Security,United States Coast Guard,"Research, Development, Test, and Evaluation",70-0615,FY2017-FY2019,2019,"70-0615 17/19 - Research, Development, Test, and Evaluation",$33.6M,$43.0M,78.1%
May,2017,Department of Homeland Security,United States Secret Service,Operations and Support,70-0400,FY2017-FY2018,2018,70-0400 17/18 - Operations and Support,$43.0M,$43.0M,100.0%
May,2017,Department of Homeland Security,U.S. Customs and Border Protection,"Procurement, Construction, and Improvements",70-0532,FY2016-FY2020,2020,"70-0532 16/20 - Procurement, Construction, and Improvements",$34.8M,$41.5M,84.0%
May,2017,Department of Homeland Security,Federal Emergency Management Agency,Flood Map Modernization Fund,70-0500,No Year,No Year,70-0500 /X - Flood Map Modernization Fund,$22.2M,$39.4M,56.5%
May,2017,Department of Homeland Security,National Protection and Programs Directorate,"Procurement, Construction, and Improvements, NPPD",70-0412,FY2017-FY2019,2019,"70-0412 17/19 - Procurement, Construction, and Improvements, NPPD",$38.2M,$39.0M,97.8%
May,2017,Department of Homeland Security,Domestic Nuclear Detection Office,Research and Development,70-0860,FY2016-FY2018,2018,70-0860 16/18 - Research and Development,$21.5M,$38.2M,56.2%
May,2017,Department of Homeland Security,Office of the Under Secretary for Management,Office of the Chief Information Officer,70-0113,FY2016-FY2017,2017,70-0113 16/17 - Office of the Chief Information Officer,$29.3M,$37.2M,78.9%
May,2017,Department of Homeland Security,U.S. Customs and Border Protection,"Procurement, Construction, and Improvements",70-0532,FY2015-FY2019,2019,"70-0532 15/19 - Procurement, Construction, and Improvements",$26.8M,$36.8M,72.9%
May,2017,Department of Homeland Security,Federal Emergency Management Agency,"Procurement, Construction, and Improvements, FEMA",70-0414,FY2017-FY2018,2018,"70-0414 17/18 - Procurement, Construction, and Improvements, FEMA",$35.3M,$35.3M,100.0%
May,2017,Department of Homeland Security,Federal Emergency Management Agency,"Procurement, Construction, and Improvements, FEMA",70-0414,FY2017-FY2019,2019,"70-0414 17/19 - Procurement, Construction, and Improvements, FEMA",$30.1M,$35.3M,85.4%
May,2017,Department of Homeland Security,U.S. Customs and Border Protection,"Automation Modernization, Customs and Border Protection",70-0531,No Year,No Year,"70-0531 /X - Automation Modernization, Customs and Border Protection",$34.2M,$35.1M,97.3%
May,2017,Department of Homeland Security,Office of the Under Secretary for Management,Operations and Support,70-0112,FY2016-FY2017,2017,70-0112 16/17 - Operations and Support,$11.3M,$34.1M,33.0%
May,2017,Department of Homeland Security,Office of the Under Secretary for Management,Office of the Chief Information Officer,70-0113,No Year,No Year,70-0113 /X - Office of the Chief Information Officer,$33.7M,$33.8M,99.6%
May,2017,Department of Homeland Security,U.S. Customs and Border Protection,Other Border Protection,70-5694,No Year,No Year,70-5694 /X - Other Border Protection,$17.2M,$33.0M,52.2%
May,2017,Department of Homeland Security,U.S. Customs and Border Protection,"Procurement, Construction, and Improvements",70-0532,No Year,No Year,"70-0532 /X - Procurement, Construction, and Improvements",$27.2M,$31.4M,86.8%
May,2017,Department of Homeland Security,U.S. Customs and Border Protection,"Air and Marine Interdiction, Operations, Maintenance, and Procur",70-0544,FY2015-FY2017,2017,"70-0544 15/17 - Air and Marine Interdiction, Operations, Maintenance, and Procur",$23.8M,$30.2M,78.7%
May,2017,Department of Homeland Security,U.S. Immigration and Customs Enforcement,"Procurement, Construction, and Improvements",70-0545,FY2017-FY2019,2019,"70-0545 17/19 - Procurement, Construction, and Improvements",$27.7M,$29.8M,93.1%
May,2017,Department of Homeland Security,Office of the Inspector General,Operations and Support,70-0200,No Year,No Year,70-0200 /X - Operations and Support,$13.5M,$27.1M,49.6%
May,2017,Department of Homeland Security,Federal Emergency Management Agency,State and Local Programs,70-0560,No Year,No Year,70-0560 /X - State and Local Programs,$18.8M,$25.9M,72.8%
May,2017,Department of Homeland Security,Science and Technology,Operations and Support,70-0800,FY2015-FY2019,2019,70-0800 15/19 - Operations and Support,$11.9M,$25.7M,46.3%
May,2017,Department of Homeland Security,U.S. Immigration and Customs Enforcement,"Automation Modernization, Immigration and Customs Enforcement",70-0543,FY2016-FY2018,2018,"70-0543 16/18 - Automation Modernization, Immigration and Customs Enforcement",$17.0M,$23.3M,72.7%
May,2017,Department of Homeland Security,Federal Law Enforcement Training Center,"Procurement, Construction, and Improvements",70-0510,FY2016-FY2020,2020,"70-0510 16/20 - Procurement, Construction, and Improvements",$16.5M,$20.4M,80.9%
May,2017,Department of Homeland Security,Domestic Nuclear Detection Office,"Procurement, Construction and Improvements",70-0862,FY2016-FY2018,2018,"70-0862 16/18 - Procurement, Construction and Improvements",$8.7M,$20.0M,43.3%
May,2017,Department of Homeland Security,U.S. Customs and Border Protection,Enhanced Inspectional Services,70-4363,No Year,No Year,70-4363 /X - Enhanced Inspectional Services,$13.0M,$20.0M,65.2%
May,2017,Department of Homeland Security,U.S. Customs and Border Protection,"Procurement, Construction, and Improvements",70-0532,FY2014-FY2018,2018,"70-0532 14/18 - Procurement, Construction, and Improvements",$14.3M,$19.7M,72.2%
May,2017,Department of Homeland Security,U.S. Customs and Border Protection,"Procurement, Construction, and Improvements",70-0532,FY2013-FY2017,2017,"70-0532 13/17 - Procurement, Construction, and Improvements",$15.8M,$18.8M,83.9%
May,2017,Department of Homeland Security,National Protection and Programs Directorate,Office of Biometric Identity Management,70-0521,FY2015-FY2017,2017,70-0521 15/17 - Office of Biometric Identity Management,$18.7M,$18.7M,100.0%
May,2017,Department of Homeland Security,Federal Law Enforcement Training Center,Operations and Support,70-0509,FY2017-FY2021,2021,70-0509 17/21 - Operations and Support,$15.6M,$18.6M,83.8%
May,2017,Department of Homeland Security,Office of Health Affairs,Operations and Support,70-0117,FY2017-FY2018,2018,70-0117 17/18 - Operations and Support,$11.7M,$16.7M,69.8%
May,2017,Department of Homeland Security,Federal Law Enforcement Training Center,"Procurement, Construction, and Improvements",70-0510,FY2014-FY2018,2018,"70-0510 14/18 - Procurement, Construction, and Improvements",$15.1M,$16.6M,91.1%
May,2017,Department of Homeland Security,Transportation Security Administration,Intelligence and Vetting,70-0557,FY2016-FY2017,2017,70-0557 16/17 - Intelligence and Vetting,$15.3M,$16.5M,92.8%
May,2017,Department of Homeland Security,Citizenship and Immigration Services,"Procurement, Construction, and Improvements, CIS",70-0407,FY2017,2017,"70-0407 /17 - Procurement, Construction, and Improvements, CIS",$15.2M,$15.2M,100.0%
May,2017,Department of Homeland Security,U.S. Immigration and Customs Enforcement,Operations and Support,70-0540,FY2015-FY2019,2019,70-0540 15/19 - Operations and Support,$14.5M,$14.5M,100.0%
May,2017,Department of Homeland Security,United States Secret Service,Operations and Support,70-0400,FY2016-FY2017,2017,70-0400 16/17 - Operations and Support,$11.1M,$14.3M,77.4%
May,2017,Department of Homeland Security,United States Coast Guard,Alteration of Bridges,70-0614,No Year,No Year,70-0614 /X - Alteration of Bridges,$14.1M,$14.1M,100.0%
May,2017,Department of Homeland Security,Citizenship and Immigration Services,H-1B Nonimmigrant Petitioner Account,70-5106,No Year,No Year,70-5106 /X - H-1B Nonimmigrant Petitioner Account,$4.3M,$14.0M,30.5%
May,2017,Department of Homeland Security,Office of the Under Secretary for Management,"Procurement, Construction, and Improvements",70-0406,No Year,No Year,"70-0406 /X - Procurement, Construction, and Improvements",$13.3M,$13.3M,100.0%
May,2017,Department of Homeland Security,United States Coast Guard,Environmental Compliance and Restoration,70-0611,FY2017-FY2021,2021,70-0611 17/21 - Environmental Compliance and Restoration,$11.2M,$13.3M,83.8%
May,2017,Department of Homeland Security,United States Secret Service,"Procurement, Construction, and Improvements",70-0401,FY2016-FY2018,2018,"70-0401 16/18 - Procurement, Construction, and Improvements",$9.5M,$12.7M,74.8%
May,2017,Department of Homeland Security,United States Coast Guard,Payment of Claims,70-8312,No Year,No Year,70-8312 /X - Payment of Claims,$4.4M,$12.1M,36.2%
May,2017,Department of Homeland Security,United States Coast Guard,Environmental Compliance and Restoration,70-0611,FY2016-FY2020,2020,70-0611 16/20 - Environmental Compliance and Restoration,$9.4M,$11.7M,80.5%
May,2017,Department of Homeland Security,Citizenship and Immigration Services,Operations and Support,70-0300,No Year,No Year,70-0300 /X - Operations and Support,$8.7M,$11.3M,77.0%
May,2017,Department of Homeland Security,United States Coast Guard,Operating Expenses,70-0610,FY2017-FY2019,2019,70-0610 17/19 - Operating Expenses,$11.0M,$11.0M,100.0%
May,2017,Department of Homeland Security,U.S. Customs and Border Protection,"Automation Modernization, Customs and Border Protection",70-0531,FY2015-FY2017,2017,"70-0531 15/17 - Automation Modernization, Customs and Border Protection",$8.2M,$10.7M,76.6%
May,2017,Department of Homeland Security,Analysis and Operations,Operations and Support,70-0115,FY2016-FY2017,2017,70-0115 16/17 - Operations and Support,$5.5M,$10.0M,55.0%
May,2017,Department of Homeland Security,Federal Law Enforcement Training Center,"Procurement, Construction, and Improvements",70-0510,FY2013-FY2017,2017,"70-0510 13/17 - Procurement, Construction, and Improvements",$10.0M,$10.0M,100.0%
May,2017,Department of Homeland Security,Federal Law Enforcement Training Center,"Procurement, Construction, and Improvements",70-0510,FY2017-FY2021,2021,"70-0510 17/21 - Procurement, Construction, and Improvements",$10.0M,$10.0M,100.0%
May,2017,Department of Homeland Security,Office of the Under Secretary for Management,Operations and Support,70-0112,No Year,No Year,70-0112 /X - Operations and Support,$4.2M,$9.8M,42.6%
May,2017,Department of Homeland Security,Domestic Nuclear Detection Office,Research and Development,70-0860,FY2015-FY2017,2017,70-0860 15/17 - Research and Development,$4.8M,$8.3M,57.6%
May,2017,Department of Homeland Security,United States Coast Guard,Environmental Compliance and Restoration,70-0611,FY2015-FY2019,2019,70-0611 15/19 - Environmental Compliance and Restoration,$3.9M,$7.7M,50.7%
May,2017,Department of Homeland Security,Federal Emergency Management Agency,Disaster Relief Fund,70-0702,FY2017-FY2018,2018,70-0702 17/18 - Disaster Relief Fund,$7.0M,$7.0M,100.0%
May,2017,Department of Homeland Security,Transportation Security Administration,Airport Checkpoint Screening Fund,70-5545,No Year,No Year,70-5545 /X - Airport Checkpoint Screening Fund,$6.0M,$6.8M,88.2%
May,2017,Department of Homeland Security,National Protection and Programs Directorate,"Research and Development, National Protection and Programs Direc",70-0805,FY2017-FY2018,2018,"70-0805 17/18 - Research and Development, National Protection and Programs Direc",$4.8M,$6.5M,74.7%
May,2017,Department of Homeland Security,Federal Emergency Management Agency,Operations and Support,70-0700,No Year,No Year,70-0700 /X - Operations and Support,$5.5M,$6.1M,90.9%
May,2017,Department of Homeland Security,United States Coast Guard,"Research, Development, Test, and Evaluation",70-0615,FY2016-FY2018,2018,"70-0615 16/18 - Research, Development, Test, and Evaluation",$3.9M,$5.9M,65.6%
May,2017,Department of Homeland Security,U.S. Immigration and Customs Enforcement,"Automation Modernization, Immigration and Customs Enforcement",70-0543,No Year,No Year,"70-0543 /X - Automation Modernization, Immigration and Customs Enforcement",$2.9M,$5.7M,50.3%
May,2017,Department of Homeland Security,Transportation Security Administration,Surface Transportation Security,70-0551,FY2016-FY2017,2017,70-0551 16/17 - Surface Transportation Security,$4.9M,$5.3M,92.8%
May,2017,Department of Homeland Security,Federal Emergency Management Agency,Emergency Food and Shelter,70-0707,No Year,No Year,70-0707 /X - Emergency Food and Shelter,$5.0M,$5.0M,100.0%
May,2017,Department of Homeland Security,Transportation Security Administration,"Research and Development, TSA",70-0802,FY2017-FY2018,2018,"70-0802 17/18 - Research and Development, TSA",$5.0M,$5.0M,100.0%
May,2017,Department of Homeland Security,United States Coast Guard,Operating Expenses,70-0610,FY2017-FY2018,2018,70-0610 17/18 - Operating Expenses,$5.0M,$5.0M,100.0%
May,2017,Department of Homeland Security,U.S. Immigration and Customs Enforcement,"Procurement, Construction, and Improvements",70-0545,No Year,No Year,"70-0545 /X - Procurement, Construction, and Improvements",$4.1M,$4.3M,96.7%
May,2017,Department of Homeland Security,United States Coast Guard,Environmental Compliance and Restoration,70-0611,FY2014-FY2018,2018,70-0611 14/18 - Environmental Compliance and Restoration,$3.1M,$3.8M,82.6%
May,2017,Department of Homeland Security,Federal Law Enforcement Training Center,Operations and Support,70-0509,No Year,No Year,70-0509 /X - Operations and Support,$3.3M,$3.7M,91.4%
May,2017,Department of Homeland Security,United States Coast Guard,Operating Expenses,70-0610,FY2016-FY2017,2017,70-0610 16/17 - Operating Expenses,$3.6M,$3.6M,99.5%
May,2017,Department of Homeland Security,Office of the Secretary and Executive Management,Office of the Secretary and Executive Management,70-0110,No Year,No Year,70-0110 /X - Office of the Secretary and Executive Management,$3.4M,$3.5M,98.9%
May,2017,Department of Homeland Security,United States Coast Guard,Operating Expenses,70-0610,No Year,No Year,70-0610 /X - Operating Expenses,$3.4M,$3.4M,100.0%
May,2017,Department of Homeland Security,United States Coast Guard,General Gift Fund,70-8533,No Year,No Year,70-8533 /X - General Gift Fund,$2.0M,$3.4M,60.5%
May,2017,Department of Homeland Security,Office of the Secretary and Executive Management,Gifts and Donations,70-8244,No Year,No Year,70-8244 /X - Gifts and Donations,$3.3M,$3.3M,100.0%
May,2017,Department of Homeland Security,Science and Technology,Operations and Support,70-0800,FY2014-FY2018,2018,70-0800 14/18 - Operations and Support,$3.0M,$3.2M,95.0%
May,2017,Department of Homeland Security,U.S. Customs and Border Protection,"US Customs Refunds, Transfers and Expenses, Unclaimed and Abando",70-8789,No Year,No Year,"70-8789 /X - US Customs Refunds, Transfers and Expenses, Unclaimed and Abando",$2.3M,$3.1M,74.7%
May,2017,Department of Homeland Security,U.S. Customs and Border Protection,APEC Business Travel Card,70-5569,No Year,No Year,70-5569 /X - APEC Business Travel Card,$3.0M,$3.0M,100.0%
May,2017,Department of Homeland Security,Science and Technology,Operations and Support,70-0800,FY2013-FY2017,2017,70-0800 13/17 - Operations and Support,$1.7M,$2.6M,64.7%
May,2017,Department of Homeland Security,U.S. Immigration and Customs Enforcement,"Automation Modernization, Immigration and Customs Enforcement",70-0543,FY2015-FY2017,2017,"70-0543 15/17 - Automation Modernization, Immigration and Customs Enforcement",$1.7M,$2.6M,64.4%
May,2017,Department of Homeland Security,United States Coast Guard,"Research, Development, Test, and Evaluation",70-0615,FY2015-FY2017,2017,"70-0615 15/17 - Research, Development, Test, and Evaluation",$2.3M,$2.6M,89.4%
May,2017,Department of Homeland Security,United States Secret Service,Operations and Support,70-0400,FY2017-FY2019,2019,70-0400 17/19 - Operations and Support,$0.5M,$2.6M,18.8%
May,2017,Department of Homeland Security,Office of the Under Secretary for Management,Research and Development,70-0801,FY2017-FY2018,2018,70-0801 17/18 - Research and Development,$2.5M,$2.5M,99.6%
May,2017,Department of Homeland Security,United States Secret Service,"Research and Development, United States Secret Service",70-0804,FY2017-FY2018,2018,"70-0804 17/18 - Research and Development, United States Secret Service",$2.5M,$2.5M,100.0%
May,2017,Department of Homeland Security,Office of the Under Secretary for Management,Office of the Undersecretary for Management,70-0111,FY2016-FY2017,2017,70-0111 16/17 - Office of the Undersecretary for Management,$1.5M,$2.3M,62.0%
May,2017,Department of Homeland Security,U.S. Customs and Border Protection,Immigration Support,70-5451,No Year,No Year,70-5451 /X - Immigration Support,$0.8M,$2.3M,34.9%
May,2017,Department of Homeland Security,U.S. Immigration and Customs Enforcement,Detention and Removal Operations,70-5542,No Year,No Year,70-5542 /X - Detention and Removal Operations,$1.9M,$1.9M,100.0%
May,2017,Department of Homeland Security,Transportation Security Administration,"Transportation Security Support, TSA, Homeland Security",70-0554,No Year,No Year,"70-0554 /X - Transportation Security Support, TSA, Homeland Security",$1.7M,$1.7M,100.0%
May,2017,Department of Homeland Security,U.S. Immigration and Customs Enforcement,Operations and Support,70-0540,FY2015-FY2017,2017,70-0540 15/17 - Operations and Support,$0.6M,$1.7M,37.3%
May,2017,Department of Homeland Security,United States Coast Guard,"Research, Development, Test, and Evaluation",70-0615,FY2013-FY2017,2017,"70-0615 13/17 - Research, Development, Test, and Evaluation",$1.6M,$1.6M,96.5%
May,2017,Department of Homeland Security,U.S. Customs and Border Protection,Payments to Wool Manufacturers,70-5533,No Year,No Year,70-5533 /X - Payments to Wool Manufacturers,$1.5M,$1.5M,100.0%
May,2017,Department of Homeland Security,United States Coast Guard,Environmental Compliance and Restoration,70-0611,FY2013-FY2017,2017,70-0611 13/17 - Environmental Compliance and Restoration,$1.4M,$1.5M,90.4%
May,2017,Department of Homeland Security,Transportation Security Administration,Unclaimed Checkpoint Money,70-5390,No Year,No Year,70-5390 /X - Unclaimed Checkpoint Money,$1.4M,$1.4M,97.7%
May,2017,Department of Homeland Security,United States Coast Guard,Environmental Compliance and Restoration,70-0611,No Year,No Year,70-0611 /X - Environmental Compliance and Restoration,$1.4M,$1.4M,96.8%
May,2017,Department of Homeland Security,National Protection and Programs Directorate,Infrastructure Protection and Information Security,70-0565,No Year,No Year,70-0565 /X - Infrastructure Protection and Information Security,$1.2M,$1.2M,100.0%
May,2017,Department of Homeland Security,Office of Health Affairs,Operations and Support,70-0117,FY2016-FY2017,2017,70-0117 16/17 - Operations and Support,$0.4M,$1.2M,36.0%
May,2017,Department of Homeland Security,U.S. Customs and Border Protection,Operations and Support,70-0530,FY2016-FY2018,2018,70-0530 16/18 - Operations and Support,$1.2M,$1.2M,100.0%
May,2017,Department of Homeland Security,United States Coast Guard,"Research, Development, Test, and Evaluation",70-0615,No Year,No Year,"70-0615 /X - Research, Development, Test, and Evaluation",$1.1M,$1.2M,88.1%
May,2017,Department of Homeland Security,Federal Emergency Management Agency,Disaster Relief Fund,70-0702,FY2016-FY2017,2017,70-0702 16/17 - Disaster Relief Fund,$1.0M,$1.0M,100.0%
May,2017,Department of Homeland Security,U.S. Customs and Border Protection,Customs and Border Protection,70-0503,No Year,No Year,70-0503 /X - Customs and Border Protection,$0.5M,$0.9M,55.1%
May,2017,Department of Homeland Security,Office of the Secretary and Executive Management,Operations and Support,70-0100,No Year,No Year,70-0100 /X - Operations and Support,$0.8M,$0.8M,100.0%
May,2017,Department of Homeland Security,Domestic Nuclear Detection Office,"Procurement, Construction and Improvements",70-0862,FY2015-FY2017,2017,"70-0862 15/17 - Procurement, Construction and Improvements",$0.1M,$0.7M,15.5%
May,2017,Department of Homeland Security,U.S. Immigration and Customs Enforcement,Immigration and Customs Enforcement,70-0504,No Year,No Year,70-0504 /X - Immigration and Customs Enforcement,$0.6M,$0.6M,100.0%
May,2017,Department of Homeland Security,National Protection and Programs Directorate,Operating Expenses,70-0900,No Year,No Year,70-0900 /X - Operating Expenses,$0.5M,$0.5M,100.0%
May,2017,Department of Homeland Security,Office of the Under Secretary for Management,Office of the Undersecretary for Management,70-0111,FY2014-FY2018,2018,70-0111 14/18 - Office of the Undersecretary for Management,$0.4M,$0.5M,90.6%
May,2017,Department of Homeland Security,Office of the Under Secretary for Management,Office of the Undersecretary for Management,70-0111,FY2013-FY2017,2017,70-0111 13/17 - Office of the Undersecretary for Management,$0.3M,$0.4M,85.8%
May,2017,Department of Homeland Security,U.S. Customs and Border Protection,Advanced Training Center Revolving Fund,70-4641,No Year,No Year,70-4641 /X - Advanced Training Center Revolving Fund,$0.3M,$0.3M,100.0%
