Month,Fiscal_Year,Agency,Bureau,Account,Account_Number,Period_of_Performance,Expiration_Year,TAFS,Unobligated Balance (Line 2490),Budget Authority (Line 2500),Percentage Unobligated
Feb,2013,Department of Housing and Urban Development,Housing Programs,Homeownership and Opportunity for People Everywhere Grants (HOPE,86-0196,No Year,No Year,86-0196 /X - Homeownership and Opportunity for People Everywhere Grants (HOPE,$1.1M,$1.1M,100.0%
Feb,2013,Department of Housing and Urban Development,Public and Indian Housing Programs,Drug Elimination Grants for Low-income Housing,86-0197,No Year,No Year,86-0197 /X - Drug Elimination Grants for Low-income Housing,$1.1M,$1.1M,100.0%
Feb,2013,Department of Housing and Urban Development,Management and Administration,Office of Inspector General,86-0189,No Year,No Year,86-0189 /X - Office of Inspector General,$0.6M,$0.9M,66.3%
Feb,2013,Department of Housing and Urban Development,Public and Indian Housing Programs,Native Hawaiian Housing Block Grant,86-0235,No Year,No Year,86-0235 /X - Native Hawaiian Housing Block Grant,$0.6M,$0.9M,62.0%
Feb,2013,Department of Housing and Urban Development,Community Planning and Development,Youthbuild Program,86-0219,No Year,No Year,86-0219 /X - Youthbuild Program,$0.5M,$0.5M,100.0%
Feb,2013,Department of Housing and Urban Development,Community Planning and Development,Housing Opportunities for Persons with AIDS,86-0308,FY2012-FY2014,2014,86-0308 12/14 - Housing Opportunities for Persons with AIDS,$0.5M,$0.5M,100.0%
Feb,2013,Department of Housing and Urban Development,Housing Programs,FHA-general and Special Risk Direct Loan Financing Account,86-4105,No Year,No Year,86-4105 /X - FHA-general and Special Risk Direct Loan Financing Account,$0.5M,$0.5M,100.0%
Feb,2013,Department of Housing and Urban Development,Community Planning and Development,Housing Opportunities for Persons with AIDS,86-0308,No Year,No Year,86-0308 /X - Housing Opportunities for Persons with AIDS,$0.4M,$0.4M,100.0%
Feb,2013,Department of Housing and Urban Development,Policy Development and Research,Research and Technology,86-0108,No Year,No Year,86-0108 /X - Research and Technology,$0.1M,$0.1M,100.0%
Feb,2013,Department of Housing and Urban Development,Community Planning and Development,Empowerment Zones/enterprise Communities/renewal Communities,86-0315,No Year,No Year,86-0315 /X - Empowerment Zones/enterprise Communities/renewal Communities,$0.0M,$0.0M,100.0%
Feb,2013,Department of Housing and Urban Development,Housing Programs,Manufactured Home Inspection and Monitoring,86-5271,No Year,No Year,86-5271 /X - Manufactured Home Inspection and Monitoring,$0.0M,$0.0M,100.0%
Feb,2013,Department of Housing and Urban Development,Housing Programs,Nehemiah Housing Opportunity Fund,86-4071,No Year,No Year,86-4071 /X - Nehemiah Housing Opportunity Fund,$0.0M,$0.0M,100.0%
Feb,2013,Department of Justice,Federal Bureau of Investigation,Salaries and Expenses,15-0200,FY2013,2013,15-0200 /13 - Salaries and Expenses,"$1,726.2M","$4,987.7M",34.6%
Feb,2013,Department of Justice,Federal Prison System,Salaries and Expenses,15-1060,FY2013,2013,15-1060 /13 - Salaries and Expenses,$602.9M,"$3,197.4M",18.9%
Feb,2013,Department of Justice,Legal Activities and U.S. Marshals,Assets Forfeiture Fund,15-5042,No Year,No Year,15-5042 /X - Assets Forfeiture Fund,"$1,374.2M","$2,015.0M",68.2%
Feb,2013,Department of Justice,General Administration,Working Capital Fund,15-4526,No Year,No Year,15-4526 /X - Working Capital Fund,$937.7M,"$1,675.9M",55.9%
Feb,2013,Department of Justice,Drug Enforcement Administration,Salaries and Expenses,15-1100,FY2013,2013,15-1100 /13 - Salaries and Expenses,$557.7M,"$1,562.4M",35.7%
Feb,2013,Department of Justice,Legal Activities and U.S. Marshals,"Salaries and Expenses, United States Marshals Service",15-0324,No Year,No Year,"15-0324 /X - Salaries and Expenses, United States Marshals Service",$936.0M,"$1,549.6M",60.4%
Feb,2013,Department of Justice,Legal Activities and U.S. Marshals,"Salaries and Expenses, United States Attorneys",15-0322,FY2013,2013,"15-0322 /13 - Salaries and Expenses, United States Attorneys",$317.2M,"$1,129.0M",28.1%
Feb,2013,Department of Justice,Federal Bureau of Investigation,Salaries and Expenses,15-0200,No Year,No Year,15-0200 /X - Salaries and Expenses,$945.8M,"$1,028.3M",92.0%
Feb,2013,Department of Justice,Legal Activities and U.S. Marshals,"Salaries and Expenses, General Legal Activities",15-0128,FY2013,2013,"15-0128 /13 - Salaries and Expenses, General Legal Activities",$432.8M,$913.3M,47.4%
Feb,2013,Department of Justice,General Administration,Detention Trustee,15-0136,No Year,No Year,15-0136 /X - Detention Trustee,$60.9M,$854.1M,7.1%
Feb,2013,Department of Justice,Office of Justice Programs,Crime Victims Fund,15-5041,No Year,No Year,15-5041 /X - Crime Victims Fund,$722.8M,$767.7M,94.2%
Feb,2013,Department of Justice,Office of Justice Programs,State and Local Law Enforcement Assistance,15-0404,No Year,No Year,15-0404 /X - State and Local Law Enforcement Assistance,$638.5M,$689.8M,92.6%
Feb,2013,Department of Justice,"Bureau of Alcohol, Tobacco, Firearms, and Explosives",Salaries and Expenses,15-0700,FY2013,2013,15-0700 /13 - Salaries and Expenses,$160.8M,$687.5M,23.4%
Feb,2013,Department of Justice,Legal Activities and U.S. Marshals,"Salaries and Expenses, United States Marshals Service",15-0324,FY2013,2013,"15-0324 /13 - Salaries and Expenses, United States Marshals Service",$208.9M,$647.6M,32.3%
Feb,2013,Department of Justice,Legal Activities and U.S. Marshals,September 11th Victim Compensation (general Fund),15-0340,No Year,No Year,15-0340 /X - September 11th Victim Compensation (general Fund),$506.0M,$512.7M,98.7%
Feb,2013,Department of Justice,Federal Prison System,"Federal Prison Industries, Incorporated",15-4500,No Year,No Year,"15-4500 /X - Federal Prison Industries, Incorporated",$176.3M,$426.4M,41.3%
Feb,2013,Department of Justice,Drug Enforcement Administration,Diversion Control Fee Account,15-5131,No Year,No Year,15-5131 /X - Diversion Control Fee Account,$273.1M,$404.5M,67.5%
Feb,2013,Department of Justice,Legal Activities and U.S. Marshals,Fees and Expenses of Witnesses,15-0311,No Year,No Year,15-0311 /X - Fees and Expenses of Witnesses,$254.0M,$322.1M,78.8%
Feb,2013,Department of Justice,Interagency Law Enforcement,Interagency Crime and Drug Enforcement,15-0323,FY2013,2013,15-0323 /13 - Interagency Crime and Drug Enforcement,$24.2M,$288.5M,8.4%
Feb,2013,Department of Justice,Office of Justice Programs,Violence against Women Prevention and Prosecution Programs,15-0409,No Year,No Year,15-0409 /X - Violence against Women Prevention and Prosecution Programs,$229.7M,$238.9M,96.2%
Feb,2013,Department of Justice,Federal Prison System,"Commissary Funds, Federal Prisons (trust Revolving Fund)",15-8408,No Year,No Year,"15-8408 /X - Commissary Funds, Federal Prisons (trust Revolving Fund)",$70.6M,$219.5M,32.2%
Feb,2013,Department of Justice,Legal Activities and U.S. Marshals,"Salaries and Expenses, United States Attorneys",15-0322,No Year,No Year,"15-0322 /X - Salaries and Expenses, United States Attorneys",$135.2M,$188.7M,71.7%
Feb,2013,Department of Justice,Office of Justice Programs,"Research, Evaluation, and Statistics",15-0401,No Year,No Year,"15-0401 /X - Research, Evaluation, and Statistics",$132.0M,$182.6M,72.3%
Feb,2013,Department of Justice,Federal Bureau of Investigation,Construction,15-0203,No Year,No Year,15-0203 /X - Construction,$145.1M,$171.0M,84.9%
Feb,2013,Department of Justice,Federal Prison System,Buildings and Facilities,15-1003,No Year,No Year,15-1003 /X - Buildings and Facilities,$132.7M,$155.3M,85.4%
Feb,2013,Department of Justice,Drug Enforcement Administration,Salaries and Expenses,15-1100,No Year,No Year,15-1100 /X - Salaries and Expenses,$142.0M,$155.2M,91.5%
Feb,2013,Department of Justice,General Administration,Administrative Review and Appeals,15-0339,FY2013,2013,15-0339 /13 - Administrative Review and Appeals,$36.9M,$150.8M,24.5%
Feb,2013,Department of Justice,Office of Justice Programs,Juvenile Justice Program,15-0405,No Year,No Year,15-0405 /X - Juvenile Justice Program,$129.3M,$137.2M,94.2%
Feb,2013,Department of Justice,Legal Activities and U.S. Marshals,United States Trustee System Fund,15-5073,No Year,No Year,15-5073 /X - United States Trustee System Fund,$19.0M,$109.9M,17.3%
Feb,2013,Department of Justice,Radiation Exposure Compensation,Radiation Exposure Compensation Trust Fund,15-8116,No Year,No Year,15-8116 /X - Radiation Exposure Compensation Trust Fund,$69.5M,$100.6M,69.2%
Feb,2013,Department of Justice,General Administration,Justice Information Sharing Technology,15-0134,No Year,No Year,15-0134 /X - Justice Information Sharing Technology,$62.7M,$96.4M,65.0%
Feb,2013,Department of Justice,Office of Justice Programs,Community Oriented Policing Services,15-0406,No Year,No Year,15-0406 /X - Community Oriented Policing Services,$82.1M,$95.1M,86.3%
Feb,2013,Department of Justice,Legal Activities and U.S. Marshals,"Justice Prisoner and Alien Transportation System Fund, U.S. Mars",15-4575,No Year,No Year,"15-4575 /X - Justice Prisoner and Alien Transportation System Fund, U.S. Mars",$54.7M,$94.1M,58.2%
Feb,2013,Department of Justice,Legal Activities and U.S. Marshals,"Salaries and Expenses, Antitrust Division",15-0319,No Year,No Year,"15-0319 /X - Salaries and Expenses, Antitrust Division",$15.9M,$86.2M,18.4%
Feb,2013,Department of Justice,Office of Justice Programs,Public Safety Officer Benefits,15-0403,No Year,No Year,15-0403 /X - Public Safety Officer Benefits,$55.6M,$84.3M,65.9%
Feb,2013,Department of Justice,General Administration,Salaries and Expenses,15-0129,FY2013,2013,15-0129 /13 - Salaries and Expenses,$24.4M,$77.4M,31.5%
Feb,2013,Department of Justice,General Administration,Tactical Law Enforcement Wireless Communications,15-0132,No Year,No Year,15-0132 /X - Tactical Law Enforcement Wireless Communications,$32.7M,$74.7M,43.7%
Feb,2013,Department of Justice,General Administration,Office of the Inspector General,15-0328,FY2013,2013,15-0328 /13 - Office of the Inspector General,$11.2M,$54.1M,20.7%
Feb,2013,Department of Justice,Federal Prison System,Salaries and Expenses,75-15-1060,FY2013,2013,75-15-1060 /13 - Salaries and Expenses,$9.2M,$51.0M,18.1%
Feb,2013,Department of Justice,National Security Division,Salaries and Expenses,15-1300,FY2013,2013,15-1300 /13 - Salaries and Expenses,$12.6M,$44.9M,28.1%
Feb,2013,Department of Justice,"Bureau of Alcohol, Tobacco, Firearms, and Explosives",Salaries and Expenses,15-0700,No Year,No Year,15-0700 /X - Salaries and Expenses,$36.8M,$38.0M,96.9%
Feb,2013,Department of Justice,Legal Activities and U.S. Marshals,"Salaries and Expenses, General Legal Activities",15-0128,No Year,No Year,"15-0128 /X - Salaries and Expenses, General Legal Activities",$24.3M,$31.7M,76.6%
Feb,2013,Department of Justice,Federal Prison System,Salaries and Expenses,15-1060,FY2012-FY2013,2013,15-1060 12/13 - Salaries and Expenses,$30.0M,$30.0M,100.0%
Feb,2013,Department of Justice,Drug Enforcement Administration,Salaries and Expenses,15-1100,FY2013-FY2014,2014,15-1100 13/14 - Salaries and Expenses,$28.9M,$29.1M,99.4%
Feb,2013,Department of Justice,Interagency Law Enforcement,Interagency Crime and Drug Enforcement,15-0323,No Year,No Year,15-0323 /X - Interagency Crime and Drug Enforcement,$4.3M,$28.4M,15.3%
Feb,2013,Department of Justice,Drug Enforcement Administration,Salaries and Expenses,15-1100,FY2012-FY2013,2013,15-1100 12/13 - Salaries and Expenses,$17.2M,$25.4M,67.7%
Feb,2013,Department of Justice,Legal Activities and U.S. Marshals,"Salaries and Expenses, United States Attorneys",15-0322,FY2013-FY2014,2014,"15-0322 13/14 - Salaries and Expenses, United States Attorneys",$9.2M,$12.4M,74.0%
Feb,2013,Department of Justice,Drug Enforcement Administration,Salaries and Expenses,15-1100,FY2009-FY2014,2014,15-1100 09/14 - Salaries and Expenses,$10.6M,$11.0M,96.3%
Feb,2013,Department of Justice,Legal Activities and U.S. Marshals,"Salaries and Expenses, General Legal Activities",15-0128,FY2012-FY2013,2013,"15-0128 12/13 - Salaries and Expenses, General Legal Activities",$6.0M,$9.9M,60.4%
Feb,2013,Department of Justice,Legal Activities and U.S. Marshals,Construction,15-0133,No Year,No Year,15-0133 /X - Construction,$8.1M,$8.7M,92.3%
Feb,2013,Department of Justice,Federal Bureau of Investigation,Salaries and Expenses,15-0200,FY2012-FY2013,2013,15-0200 12/13 - Salaries and Expenses,$6.9M,$7.9M,87.8%
Feb,2013,Department of Justice,National Security Division,Salaries and Expenses,15-1300,No Year,No Year,15-1300 /X - Salaries and Expenses,$6.7M,$6.7M,100.0%
Feb,2013,Department of Justice,United States Parole Commission,Salaries and Expenses,15-1061,FY2013,2013,15-1061 /13 - Salaries and Expenses,$1.2M,$6.3M,19.2%
Feb,2013,Department of Justice,Legal Activities and U.S. Marshals,"Salaries and Expenses, Community Relations Service",15-0500,FY2013,2013,"15-0500 /13 - Salaries and Expenses, Community Relations Service",$1.2M,$5.6M,21.7%
Feb,2013,Department of Justice,Legal Activities and U.S. Marshals,"Salaries and Expenses, General Legal Activities",15-0128,FY2013-FY2014,2014,"15-0128 13/14 - Salaries and Expenses, General Legal Activities",$3.0M,$4.2M,72.7%
Feb,2013,Department of Justice,General Administration,National Drug Intelligence Center,15-1102,FY2013,2013,15-1102 /13 - National Drug Intelligence Center,$3.9M,$3.9M,99.4%
Feb,2013,Department of Justice,Office of Justice Programs,Weed and Seed Program Fund,15-0334,No Year,No Year,15-0334 /X - Weed and Seed Program Fund,$2.5M,$2.6M,95.4%
Feb,2013,Department of Justice,Federal Prison System,Salaries and Expenses,15-1060,No Year,No Year,15-1060 /X - Salaries and Expenses,$1.9M,$2.0M,99.3%
Feb,2013,Department of Justice,Legal Activities and U.S. Marshals,"Salaries and Expenses, United States Attorneys",15-0322,FY2012-FY2013,2013,"15-0322 12/13 - Salaries and Expenses, United States Attorneys",$0.9M,$1.3M,71.3%
Feb,2013,Department of Justice,Legal Activities and U.S. Marshals,"Salaries and Expenses, United States Marshals Service",15-0324,FY2012-FY2013,2013,"15-0324 12/13 - Salaries and Expenses, United States Marshals Service",$0.5M,$1.3M,39.1%
Feb,2013,Department of Justice,Federal Bureau of Investigation,Salaries and Expenses,15-0200,FY2013-FY2014,2014,15-0200 13/14 - Salaries and Expenses,$1.2M,$1.2M,100.0%
Feb,2013,Department of Justice,Office of Justice Programs,Community Policing,15-8594,No Year,No Year,15-8594 /X - Community Policing,$1.2M,$1.2M,100.0%
Feb,2013,Department of Justice,"Bureau of Alcohol, Tobacco, Firearms, and Explosives",Gang Resistance Education and Training Trust Fund,15-8526,No Year,No Year,15-8526 /X - Gang Resistance Education and Training Trust Fund,$1.0M,$1.0M,100.0%
Feb,2013,Department of Justice,Legal Activities and U.S. Marshals,"Salaries and Expenses, Foreign Claims Settlement Commission",15-0100,FY2013,2013,"15-0100 /13 - Salaries and Expenses, Foreign Claims Settlement Commission",$0.2M,$1.0M,21.0%
Feb,2013,Department of Justice,"Bureau of Alcohol, Tobacco, Firearms, and Explosives",Construction,15-0720,No Year,No Year,15-0720 /X - Construction,$0.7M,$0.8M,85.1%
Feb,2013,Department of Justice,Office of Justice Programs,"Salaries and Expenses, Office of Justice Programs",15-0420,No Year,No Year,"15-0420 /X - Salaries and Expenses, Office of Justice Programs",$0.6M,$0.8M,75.6%
Feb,2013,Department of Justice,Legal Activities and U.S. Marshals,"Salaries and Expenses, United States Marshals Service",15-0324,FY2013-FY2014,2014,"15-0324 13/14 - Salaries and Expenses, United States Marshals Service",$0.6M,$0.6M,100.0%
Feb,2013,Department of Justice,General Administration,Salaries and Expenses,15-0129,No Year,No Year,15-0129 /X - Salaries and Expenses,$0.5M,$0.5M,100.0%
Feb,2013,Department of Justice,Legal Activities and U.S. Marshals,"Violent Crime Reduction Programs, U.S. Attorneys",15-8596,No Year,No Year,"15-8596 /X - Violent Crime Reduction Programs, U.S. Attorneys",$0.4M,$0.4M,100.0%
Feb,2013,Department of Justice,"Bureau of Alcohol, Tobacco, Firearms, and Explosives",Salaries and Expenses,15-0700,FY2012-FY2013,2013,15-0700 12/13 - Salaries and Expenses,$0.2M,$0.3M,59.0%
Feb,2013,Department of Justice,General Administration,"Office of the Inspector General, Recovery Act",15-0326,FY2009-FY2013,2013,"15-0326 09/13 - Office of the Inspector General, Recovery Act",$0.0M,$0.2M,0.0%
Feb,2013,Department of Justice,Legal Activities and U.S. Marshals,"Violent Crime Reduction Programs, General Legal Activities",15-8595,No Year,No Year,"15-8595 /X - Violent Crime Reduction Programs, General Legal Activities",$0.2M,$0.2M,100.0%
Feb,2013,Department of Justice,Drug Enforcement Administration,Violent Crime Reduction Programs,15-8602,No Year,No Year,15-8602 /X - Violent Crime Reduction Programs,$0.0M,$0.0M,100.0%
Feb,2013,Department of Justice,Drug Enforcement Administration,Construction,15-1101,No Year,No Year,15-1101 /X - Construction,$0.0M,$0.0M,100.0%
Feb,2013,Department of Justice,General Administration,Justice Gift Fund,15-8305,No Year,No Year,15-8305 /X - Justice Gift Fund,$0.0M,$0.0M,100.0%
Feb,2013,Department of Justice,General Administration,Legal Activities Office Automation,15-0137,No Year,No Year,15-0137 /X - Legal Activities Office Automation,$0.0M,$0.0M,100.0%
Feb,2013,Department of Justice,General Administration,Office of the Inspector General,15-0328,No Year,No Year,15-0328 /X - Office of the Inspector General,$0.0M,$0.0M,100.0%
Feb,2013,Department of Justice,Legal Activities and U.S. Marshals,Payment of Vietnam and U.S.S. Pueblo Prisoner of War Claims,15-0104,No Year,No Year,15-0104 /X - Payment of Vietnam and U.S.S. Pueblo Prisoner of War Claims,$0.0M,$0.0M,100.0%
Feb,2013,Department of Justice,Office of Justice Programs,"Gifts, Crime Victims Fund",15-8306,No Year,No Year,"15-8306 /X - Gifts, Crime Victims Fund",$0.0M,$0.0M,100.0%
Feb,2013,Department of Labor,Employment and Training Administration,Unemployment Trust Fund,16-8042,No Year,No Year,16-8042 /X - Unemployment Trust Fund,"$21,317.2M","$54,953.7M",38.8%
Feb,2013,Department of Labor,Employment and Training Administration,Payments to the Unemployment Trust Fund,16-0178,No Year,No Year,16-0178 /X - Payments to the Unemployment Trust Fund,$0.0M,"$31,231.0M",0.0%
Feb,2013,Department of Labor,Pension Benefit Guaranty Corporation,Pension Benefit Guaranty Corporation Fund,16-4204,No Year,No Year,16-4204 /X - Pension Benefit Guaranty Corporation Fund,"$21,502.9M","$23,902.9M",90.0%
Feb,2013,Department of Labor,Office of Workers' Compensation Programs,Special Benefits,16-1521,No Year,No Year,16-1521 /X - Special Benefits,"$2,510.3M","$3,696.7M",67.9%
Feb,2013,Department of Labor,Employment and Training Administration,Training and Employment Services,16-0174,FY2013,2013,16-0174 /13 - Training and Employment Services,$170.1M,"$1,797.0M",9.5%
Feb,2013,Department of Labor,Employment and Training Administration,State Unemployment Insurance and Employment Service Operations,16-0179,FY2013-FY2014,2014,16-0179 13/14 - State Unemployment Insurance and Employment Service Operations,$121.3M,"$1,548.5M",7.8%
Feb,2013,Department of Labor,Employment and Training Administration,Office of Job Corps,16-0181,FY2012-FY2013,2013,16-0181 12/13 - Office of Job Corps,$357.5M,"$1,003.4M",35.6%
Feb,2013,Department of Labor,Office of Workers' Compensation Programs,Energy Employees Occupational Illness Compensation Fund,16-1523,No Year,No Year,16-1523 /X - Energy Employees Occupational Illness Compensation Fund,$110.1M,$630.1M,17.5%
Feb,2013,Department of Labor,Employment and Training Administration,Federal Unemployment Benefits and Allowances,16-0326,FY2013,2013,16-0326 /13 - Federal Unemployment Benefits and Allowances,$429.1M,$576.5M,74.4%
Feb,2013,Department of Labor,Employment and Training Administration,TAA Community College and Career Training Grant Fund,16-0187,FY2013,2013,16-0187 /13 - TAA Community College and Career Training Grant Fund,$500.0M,$500.0M,100.0%
Feb,2013,Department of Labor,Employment and Training Administration,Short Time Compensation Programs,16-0168,FY2012-FY2015,2015,16-0168 12/15 - Short Time Compensation Programs,$377.7M,$470.0M,80.4%
Feb,2013,Department of Labor,Employment and Training Administration,State Unemployment Insurance and Employment Service Operations,16-0179,FY2012-FY2013,2013,16-0179 12/13 - State Unemployment Insurance and Employment Service Operations,$310.0M,$463.1M,66.9%
Feb,2013,Department of Labor,Employment and Training Administration,State Unemployment Insurance and Employment Service Operations,16-0179,No Year,No Year,16-0179 /X - State Unemployment Insurance and Employment Service Operations,$291.3M,$378.0M,77.1%
Feb,2013,Department of Labor,Bureau of Labor Statistics,Salaries and Expenses,16-0200,FY2013,2013,16-0200 /13 - Salaries and Expenses,$80.2M,$315.3M,25.4%
Feb,2013,Department of Labor,Employment and Training Administration,"Training and Employment Services, H-1B Funded",16-5152,No Year,No Year,"16-5152 /X - Training and Employment Services, H-1B Funded",$309.0M,$315.0M,98.1%
Feb,2013,Department of Labor,Occupational Safety and Health Administration,Salaries and Expenses,16-0400,FY2013,2013,16-0400 /13 - Salaries and Expenses,$47.4M,$277.8M,17.1%
Feb,2013,Department of Labor,Departmental Management,Working Capital Fund,16-4601,No Year,No Year,16-4601 /X - Working Capital Fund,$175.7M,$258.9M,67.8%
Feb,2013,Department of Labor,Employment and Training Administration,Payments to the Unemployment Trust Fund,16-0178,FY2012-FY2013,2013,16-0178 12/13 - Payments to the Unemployment Trust Fund,$248.0M,$248.0M,100.0%
Feb,2013,Department of Labor,Employment and Training Administration,Short Time Compensation Programs,16-0168,FY2012-FY2014,2014,16-0168 12/14 - Short Time Compensation Programs,$246.7M,$246.7M,100.0%
Feb,2013,Department of Labor,Office of Workers' Compensation Programs,Black Lung Disability Trust Fund,16-16-8144,No Year,No Year,16-16-8144 /X - Black Lung Disability Trust Fund,$145.1M,$230.8M,62.9%
Feb,2013,Department of Labor,Mine Safety and Health Administration,Salaries and Expenses,16-1200,FY2013,2013,16-1200 /13 - Salaries and Expenses,$43.7M,$178.9M,24.4%
Feb,2013,Department of Labor,Departmental Management,Salaries and Expenses,16-0165,FY2013,2013,16-0165 /13 - Salaries and Expenses,$54.6M,$162.2M,33.7%
Feb,2013,Department of Labor,Employment and Training Administration,Training and Employment Services,16-0174,FY2012-FY2013,2013,16-0174 12/13 - Training and Employment Services,$154.7M,$158.9M,97.4%
Feb,2013,Department of Labor,Office of Workers' Compensation Programs,Special Benefits for Disabled Coal Miners,16-0169,No Year,No Year,16-0169 /X - Special Benefits for Disabled Coal Miners,$85.5M,$148.5M,57.6%
Feb,2013,Department of Labor,Departmental Management,Veterans Employment and Training,16-0164,FY2013,2013,16-0164 /13 - Veterans Employment and Training,$33.0M,$119.3M,27.6%
Feb,2013,Department of Labor,Office of Workers' Compensation Programs,"Relief and Rehabilitation, Longshoremen's and Harbor Workers' Co",16-8130,No Year,No Year,"16-8130 /X - Relief and Rehabilitation, Longshoremen's and Harbor Workers' Co",$62.3M,$113.5M,54.9%
Feb,2013,Department of Labor,Office of Workers' Compensation Programs,"Administrative Expenses, Energy Employees Occupational Illness C",16-1524,No Year,No Year,"16-1524 /X - Administrative Expenses, Energy Employees Occupational Illness C",$64.6M,$108.2M,59.7%
Feb,2013,Department of Labor,Wage and Hour Division,Salaries and Expenses,16-0143,FY2013,2013,16-0143 /13 - Salaries and Expenses,$23.1M,$106.2M,21.8%
Feb,2013,Department of Labor,Employment and Training Administration,Office of Job Corps,16-0181,FY2012-FY2015,2015,16-0181 12/15 - Office of Job Corps,$104.8M,$104.8M,100.0%
Feb,2013,Department of Labor,Employment and Training Administration,Short Time Compensation Programs,16-0168,No Year,No Year,16-0168 /X - Short Time Compensation Programs,$101.4M,$101.4M,100.0%
Feb,2013,Department of Labor,Employment and Training Administration,Office of Job Corps,12-16-0181,FY2012-FY2013,2013,12-16-0181 12/13 - Office of Job Corps,$29.9M,$100.2M,29.9%
Feb,2013,Department of Labor,Wage and Hour Division,H-1 B and L Fraud Prevention and Detection,16-5393,No Year,No Year,16-5393 /X - H-1 B and L Fraud Prevention and Detection,$69.4M,$88.1M,78.8%
Feb,2013,Department of Labor,Employee Benefits Security Administration,Salaries and Expenses,16-1700,FY2013,2013,16-1700 /13 - Salaries and Expenses,$25.6M,$79.9M,32.0%
Feb,2013,Department of Labor,Departmental Management,Salaries and Expenses,16-0165,FY2012-FY2013,2013,16-0165 12/13 - Salaries and Expenses,$10.3M,$77.3M,13.4%
Feb,2013,Department of Labor,Employment and Training Administration,State Unemployment Insurance and Employment Service Operations,16-0179,FY2013,2013,16-0179 /13 - State Unemployment Insurance and Employment Service Operations,$47.7M,$77.1M,61.8%
Feb,2013,Department of Labor,Office of Workers' Compensation Programs,Salaries and Expenses,16-0163,FY2013,2013,16-0163 /13 - Salaries and Expenses,$16.7M,$70.7M,23.6%
Feb,2013,Department of Labor,Employment and Training Administration,Office of Job Corps,16-0181,FY2012-FY2014,2014,16-0181 12/14 - Office of Job Corps,$58.4M,$66.6M,87.7%
Feb,2013,Department of Labor,Employment and Training Administration,Program Administration,16-0172,FY2013,2013,16-0172 /13 - Program Administration,$15.6M,$65.1M,24.0%
Feb,2013,Department of Labor,Office of Workers' Compensation Programs,Panama Canal Commission Compensation Fund,16-5155,No Year,No Year,16-5155 /X - Panama Canal Commission Compensation Fund,$51.4M,$57.0M,90.2%
Feb,2013,Department of Labor,Office of Federal Contract Compliance Programs,Salaries and Expenses,16-0148,FY2013,2013,16-0148 /13 - Salaries and Expenses,$8.2M,$48.5M,16.9%
Feb,2013,Department of Labor,Departmental Management,Office of the Inspector General,16-0106,FY2013,2013,16-0106 /13 - Office of the Inspector General,$8.9M,$38.0M,23.4%
Feb,2013,Department of Labor,Employment and Training Administration,"Salaries and Expenses, H-1B Funded",16-5142,No Year,No Year,"16-5142 /X - Salaries and Expenses, H-1B Funded",$20.7M,$24.6M,84.0%
Feb,2013,Department of Labor,Employment and Training Administration,"Training and Employment Services, Recovery Act",16-0184,No Year,No Year,"16-0184 /X - Training and Employment Services, Recovery Act",$18.9M,$22.7M,83.4%
Feb,2013,Department of Labor,Office of Labor Management Standards,Salaries and Expenses,16-0150,FY2013,2013,16-0150 /13 - Salaries and Expenses,$3.1M,$19.2M,16.1%
Feb,2013,Department of Labor,Employment and Training Administration,Federal Additional Unemployment Compensation Program,16-1801,No Year,No Year,16-1801 /X - Federal Additional Unemployment Compensation Program,$14.9M,$18.5M,80.1%
Feb,2013,Department of Labor,Employment and Training Administration,Office of Job Corps,16-0181,FY2013,2013,16-0181 /13 - Office of Job Corps,$2.7M,$12.3M,22.1%
Feb,2013,Department of Labor,Departmental Management,Office of Disability Employment Policy,16-0166,FY2013,2013,16-0166 /13 - Office of Disability Employment Policy,$4.2M,$8.5M,49.2%
Feb,2013,Department of Labor,Employment and Training Administration,Office of Job Corps,16-0181,FY2011-FY2013,2013,16-0181 11/13 - Office of Job Corps,$2.6M,$8.4M,31.7%
Feb,2013,Department of Labor,Office of Workers' Compensation Programs,"Relief and Rehabilitation, Workmen's Compensation Act, within Th",16-8134,No Year,No Year,"16-8134 /X - Relief and Rehabilitation, Workmen's Compensation Act, within Th",$4.1M,$7.7M,53.7%
Feb,2013,Department of Labor,Departmental Management,Information Technology Modernization,16-0162,FY2013,2013,16-0162 /13 - Information Technology Modernization,$6.2M,$6.6M,93.6%
Feb,2013,Department of Labor,Employment and Training Administration,Office of Job Corps,16-0181,FY2011-FY2014,2014,16-0181 11/14 - Office of Job Corps,$5.0M,$5.0M,100.0%
Feb,2013,Department of Labor,Employment and Training Administration,Office of Job Corps,12-16-0181,FY2012-FY2014,2014,12-16-0181 12/14 - Office of Job Corps,$4.3M,$4.8M,91.1%
Feb,2013,Department of Labor,Employment and Training Administration,Office of Job Corps,16-0181,No Year,No Year,16-0181 /X - Office of Job Corps,$4.5M,$4.5M,100.0%
Feb,2013,Department of Labor,Employment and Training Administration,Community Service Employment for Older Americans,16-0175,FY2012-FY2013,2013,16-0175 12/13 - Community Service Employment for Older Americans,$2.1M,$3.2M,65.6%
Feb,2013,Department of Labor,Wage and Hour Division,Wage and Hour Division H-2B,16-0142,No Year,No Year,16-0142 /X - Wage and Hour Division H-2B,$2.6M,$2.7M,97.9%
